ts_utc,eth_yes_last,eth_yes_aggressive_buy,eth_yes_aggressive_sell,eth_vol,btc_yes_last,btc_yes_aggressive_buy,btc_yes_aggressive_sell,btc_vol,spread_btcYes_minus_ethYes,spread_ethYes_minus_btcYes,spread_btcYes_minus_ethNo,divergence_logit
2026-04-27 22:15:00+00:00,,,,0.0,0.49,0.53,,61.0,,,,
2026-04-27 22:15:02+00:00,,,,0.0,0.59,0.59,0.53,235.0,,,,
2026-04-27 22:15:04+00:00,,,,0.0,0.52,0.54,0.52,40.03,,,,
2026-04-27 22:15:06+00:00,0.7,0.7,,5.0,0.54,0.54,0.49,521.12,-0.15999999999999992,0.15999999999999992,0.24,-0.686955210312024
2026-04-27 22:15:08+00:00,0.7,0.7,,0.0,0.54,0.54,0.51,89.52,-0.15999999999999992,0.15999999999999992,0.24,-0.686955210312024
2026-04-27 22:15:10+00:00,0.7,0.7,,0.0,0.55,0.56,0.51,330.05,-0.1499999999999999,0.1499999999999999,0.25,-0.646627164925052
2026-04-27 22:15:12+00:00,0.58,0.7,0.58,60.0,0.55,0.56,0.55,144.23,-0.029999999999999916,0.029999999999999916,0.13,-0.12210269680089944
2026-04-27 22:15:14+00:00,0.58,0.7,0.58,0.0,0.56,0.57,0.54,1210.03,-0.019999999999999907,0.019999999999999907,0.14,-0.08161133544616261
2026-04-27 22:15:16+00:00,0.58,0.7,0.58,0.0,0.57,0.58,0.56,783.71,-0.010000000000000009,0.010000000000000009,0.1499999999999999,-0.04092224012206336
2026-04-27 22:15:18+00:00,0.53,0.7,0.53,10.0,0.57,0.57,0.55,426.29999999999995,0.039999999999999925,-0.039999999999999925,0.09999999999999998,0.16170684029892407
2026-04-27 22:15:20+00:00,0.56,0.56,0.53,1.0,0.56,0.58,0.56,2207.58,0.0,0.0,0.1200000000000001,0.0
2026-04-27 22:15:22+00:00,0.56,0.56,0.53,19.05,0.57,0.58,0.56,1650.33,0.009999999999999898,-0.009999999999999898,0.13,0.040689095324099256
2026-04-27 22:15:24+00:00,0.56,0.56,0.53,0.0,0.56,0.58,0.56,234.04,0.0,0.0,0.1200000000000001,0.0
2026-04-27 22:15:26+00:00,0.56,0.56,0.53,14.0,0.56,0.58,0.56,597.02,0.0,0.0,0.1200000000000001,0.0
2026-04-27 22:15:28+00:00,0.56,0.56,0.53,0.0,0.58,0.58,0.52,665.8100000000001,0.019999999999999907,-0.019999999999999907,0.14,0.08161133544616261
2026-04-27 22:15:30+00:00,0.56,0.56,0.53,0.0,0.51,0.52,0.5,301.4,-0.050000000000000044,0.050000000000000044,0.07000000000000006,-0.20115672220318903
2026-04-27 22:15:32+00:00,0.46,0.49,0.43,165.62,0.47,0.5,0.46,156.25,0.009999999999999953,-0.009999999999999953,-0.07000000000000006,0.04019833823311603
2026-04-27 22:15:34+00:00,0.45,0.45,0.43,121.0,0.47,0.47,0.46,187.43,0.019999999999999962,-0.019999999999999962,-0.08000000000000007,0.0805263836200879
2026-04-27 22:15:36+00:00,0.44,0.45,0.44,109.23,0.46,0.46,0.45,644.59,0.020000000000000018,-0.020000000000000018,-0.10000000000000003,0.08081940674170873
2026-04-27 22:15:38+00:00,0.44,0.45,0.44,101.0,0.45,0.46,0.44,433.86,0.010000000000000009,-0.010000000000000009,-0.11000000000000004,0.040491361354736854
2026-04-27 22:15:40+00:00,0.45,0.45,0.44,44.0,0.45,0.45,0.44,289.33,0.0,0.0,-0.10000000000000003,0.0
2026-04-27 22:15:42+00:00,0.45,0.45,0.44,0.0,0.45,0.45,0.43,321.56,0.0,0.0,-0.10000000000000003,0.0
2026-04-27 22:15:44+00:00,0.45,0.45,0.44,0.0,0.45,0.45,0.44,454.4,0.0,0.0,-0.10000000000000003,0.0
2026-04-27 22:15:46+00:00,0.43,0.44,0.43,139.0,0.45,0.45,0.43,412.02,0.020000000000000018,-0.020000000000000018,-0.12000000000000005,0.08118045667883664
2026-04-27 22:15:48+00:00,0.47,0.47,0.44,15.370000000000001,0.44,0.44,0.43,26.11,-0.02999999999999997,0.02999999999999997,-0.09000000000000002,-0.12101774497482476
2026-04-27 22:15:50+00:00,0.47,0.47,0.44,51.27,0.43,0.45,0.43,264.01000000000005,-0.03999999999999998,0.03999999999999998,-0.10000000000000003,-0.16170684029892454
2026-04-27 22:15:52+00:00,0.47,0.47,0.45,42.64,0.43,0.45,0.43,95.88,-0.03999999999999998,0.03999999999999998,-0.10000000000000003,-0.16170684029892454
2026-04-27 22:15:54+00:00,0.47,0.47,0.45,0.0,0.45,0.45,0.43,403.84,-0.019999999999999962,0.019999999999999962,-0.08000000000000002,-0.0805263836200879
2026-04-27 22:15:56+00:00,0.43,0.45,0.43,54.42,0.43,0.45,0.42,176.95,0.0,0.0,-0.14000000000000007,0.0
2026-04-27 22:15:58+00:00,0.42,0.43,0.42,12.0,0.44,0.44,0.43,748.5799999999998,0.020000000000000018,-0.020000000000000018,-0.14000000000000007,0.08161133544616309
2026-04-27 22:16:00+00:00,0.43,0.43,0.42,7.0,0.42,0.45,0.41,1809.31,-0.010000000000000009,0.010000000000000009,-0.15000000000000008,-0.0409222401220633
2026-04-27 22:16:02+00:00,0.44,0.45,0.42,6.0,0.46,0.48,0.44,898.6700000000001,0.020000000000000018,-0.020000000000000018,-0.10000000000000003,0.08081940674170873
2026-04-27 22:16:04+00:00,0.44,0.45,0.42,0.0,0.48,0.48,0.45,165.08,0.03999999999999998,-0.03999999999999998,-0.08000000000000007,0.1611193491433516
2026-04-27 22:16:06+00:00,0.46,0.46,0.42,1.0,0.48,0.48,0.47,105.27,0.019999999999999962,-0.019999999999999962,-0.06000000000000005,0.08029994240164287
2026-04-27 22:16:08+00:00,0.46,0.46,0.42,0.0,0.47,0.49,0.46,679.8199999999999,0.009999999999999953,-0.009999999999999953,-0.07000000000000006,0.04019833823311603
2026-04-27 22:16:10+00:00,0.47,0.48,0.42,10.06,0.48,0.49,0.47,411.18,0.010000000000000009,-0.010000000000000009,-0.050000000000000044,0.040101604168526844
2026-04-27 22:16:12+00:00,0.44,0.48,0.44,177.66,0.47,0.49,0.46,2450.26,0.02999999999999997,-0.02999999999999997,-0.09000000000000008,0.12101774497482476
2026-04-27 22:16:14+00:00,0.45,0.5,0.45,149.79,0.45,0.49,0.45,475.28,0.0,0.0,-0.10000000000000003,0.0
2026-04-27 22:16:16+00:00,0.41,0.5,0.41,1.62,0.44,0.46,0.4,3423.6800000000003,0.030000000000000027,-0.030000000000000027,-0.15000000000000008,0.12280332038452382
2026-04-27 22:16:18+00:00,0.41,0.5,0.41,0.0,0.43,0.46,0.43,285.00999999999993,0.020000000000000018,-0.020000000000000018,-0.1600000000000001,0.08211422506042404
2026-04-27 22:16:20+00:00,0.45,0.45,0.41,6.0,0.44,0.46,0.44,49.69,-0.010000000000000009,0.010000000000000009,-0.11000000000000004,-0.040491361354736854
2026-04-27 22:16:22+00:00,0.45,0.45,0.41,0.0,0.44,0.45,0.44,103.06,-0.010000000000000009,0.010000000000000009,-0.11000000000000004,-0.040491361354736854
2026-04-27 22:16:24+00:00,0.45,0.45,0.41,0.0,0.44,0.45,0.43,544.43,-0.010000000000000009,0.010000000000000009,-0.11000000000000004,-0.040491361354736854
2026-04-27 22:16:26+00:00,0.45,0.45,0.41,0.0,0.44,0.45,0.44,232.01,-0.010000000000000009,0.010000000000000009,-0.11000000000000004,-0.040491361354736854
2026-04-27 22:16:28+00:00,0.45,0.45,0.41,0.0,0.44,0.45,0.44,287.4,-0.010000000000000009,0.010000000000000009,-0.11000000000000004,-0.040491361354736854
2026-04-27 22:16:30+00:00,0.45,0.45,0.41,0.0,0.44,0.45,0.44,483.35,-0.010000000000000009,0.010000000000000009,-0.11000000000000004,-0.040491361354736854
2026-04-27 22:16:32+00:00,0.44,0.45,0.44,10.0,0.44,0.45,0.43,633.11,0.0,0.0,-0.12000000000000005,0.0
2026-04-27 22:16:34+00:00,0.44,0.45,0.44,0.0,0.42,0.45,0.42,429.47999999999996,-0.020000000000000018,0.020000000000000018,-0.14000000000000007,-0.08161133544616309
2026-04-27 22:16:36+00:00,0.44,0.45,0.44,0.0,0.44,0.45,0.43,315.74,0.0,0.0,-0.12000000000000005,0.0
2026-04-27 22:16:38+00:00,0.44,0.45,0.44,0.0,0.44,0.44,0.43,1163.52,0.0,0.0,-0.12000000000000005,0.0
2026-04-27 22:16:40+00:00,0.44,0.45,0.44,0.0,0.44,0.45,0.42,219.33999999999997,0.0,0.0,-0.12000000000000005,0.0
2026-04-27 22:16:42+00:00,0.42,0.44,0.42,33.58,0.43,0.45,0.43,139.12,0.010000000000000009,-0.010000000000000009,-0.15000000000000008,0.0409222401220633
