ts_utc,eth_yes_last,eth_yes_aggressive_buy,eth_yes_aggressive_sell,eth_vol,btc_yes_last,btc_yes_aggressive_buy,btc_yes_aggressive_sell,btc_vol,spread_btcYes_minus_ethYes,spread_ethYes_minus_btcYes,spread_btcYes_minus_ethNo,divergence_logit
2026-04-27 23:30:00+00:00,,,,0.0,0.5,0.55,,218.0,,,,
2026-04-27 23:30:02+00:00,,,,0.0,0.52,0.55,0.52,406.0,,,,
2026-04-27 23:30:04+00:00,,,,0.0,0.52,0.53,0.51,108.56,,,,
2026-04-27 23:30:06+00:00,,,,0.0,0.53,0.53,0.51,349.66,,,,
2026-04-27 23:30:08+00:00,,,,0.0,0.52,0.53,0.45,255.36999999999998,,,,
2026-04-27 23:30:10+00:00,,,,0.0,0.46,0.53,0.46,1.0,,,,
2026-04-27 23:30:12+00:00,0.43,,0.43,3.34,0.46,0.47,0.44,150.94,0.030000000000000027,-0.030000000000000027,-0.11000000000000004,0.12150850206580852
2026-04-27 23:30:14+00:00,0.43,,0.43,0.0,0.5,0.5,0.44,325.84000000000003,0.07,-0.07,-0.07000000000000006,0.2818511521409879
2026-04-27 23:30:16+00:00,0.43,,0.43,76.71,0.51,0.54,0.51,247.62,0.08000000000000002,-0.08000000000000002,-0.06000000000000005,0.3218564867546871
2026-04-27 23:30:18+00:00,0.49,,0.49,8.81,0.54,0.54,0.51,1464.01,0.050000000000000044,-0.050000000000000044,0.030000000000000027,0.2003479846888787
2026-04-27 23:30:20+00:00,0.49,,0.49,0.0,0.53,0.54,0.52,492.7,0.040000000000000036,-0.040000000000000036,0.020000000000000018,0.16014964645576266
2026-04-27 23:30:22+00:00,0.49,,0.49,0.0,0.53,0.55,0.53,308.49,0.040000000000000036,-0.040000000000000036,0.020000000000000018,0.16014964645576266
2026-04-27 23:30:24+00:00,0.5,0.49,0.49,163.81,0.52,0.55,0.53,810.13,0.020000000000000018,-0.020000000000000018,0.020000000000000018,0.08004270767353656
2026-04-27 23:30:26+00:00,0.49,0.49,0.49,25.0,0.51,0.51,0.5,414.30000000000007,0.020000000000000018,-0.020000000000000018,0.0,0.08001066922739845
2026-04-27 23:30:28+00:00,0.49,0.49,0.49,0.0,0.5,0.51,0.5,69.25,0.010000000000000009,-0.010000000000000009,-0.010000000000000009,0.04000533461369925
2026-04-27 23:30:30+00:00,0.49,0.49,0.49,28.0,0.51,0.52,0.5,825.26,0.020000000000000018,-0.020000000000000018,0.0,0.08001066922739845
2026-04-27 23:30:32+00:00,0.48,0.49,0.48,17.720000000000002,0.52,0.52,0.51,195.8,0.040000000000000036,-0.040000000000000036,0.0,0.16008541534707305
2026-04-27 23:30:34+00:00,0.48,0.49,0.48,0.0,0.51,0.52,0.51,140.57,0.030000000000000027,-0.030000000000000027,-0.010000000000000009,0.1200480422872357
2026-04-27 23:30:36+00:00,0.49,0.49,0.49,107.82,0.52,0.52,0.49,784.6999999999999,0.030000000000000027,-0.030000000000000027,0.010000000000000009,0.12004804228723581
2026-04-27 23:30:38+00:00,0.49,0.49,0.49,0.0,0.52,0.52,0.51,200.55,0.030000000000000027,-0.030000000000000027,0.010000000000000009,0.12004804228723581
2026-04-27 23:30:40+00:00,0.49,0.49,0.49,0.0,0.53,0.54,0.49,1153.11,0.040000000000000036,-0.040000000000000036,0.020000000000000018,0.16014964645576266
2026-04-27 23:30:42+00:00,0.46,0.49,0.46,17.62,0.55,0.55,0.53,268.35,0.09000000000000002,-0.09000000000000002,0.010000000000000009,0.3610133455373308
2026-04-27 23:30:44+00:00,0.46,0.49,0.46,0.0,0.56,0.56,0.55,374.40000000000003,0.10000000000000003,-0.10000000000000003,0.020000000000000018,0.40150470689206763
2026-04-27 23:30:46+00:00,0.46,0.49,0.46,0.0,0.56,0.57,0.55,191.6,0.10000000000000003,-0.10000000000000003,0.020000000000000018,0.40150470689206763
2026-04-27 23:30:48+00:00,0.46,0.49,0.46,114.0,0.55,0.55,0.53,91.22,0.09000000000000002,-0.09000000000000002,0.010000000000000009,0.3610133455373308
2026-04-27 23:30:50+00:00,0.47,0.47,0.46,8.0,0.55,0.55,0.53,113.63999999999999,0.08000000000000007,-0.08000000000000007,0.020000000000000018,0.32081500730421475
2026-04-27 23:30:52+00:00,0.47,0.47,0.46,0.0,0.54,0.56,0.53,413.47999999999996,0.07000000000000006,-0.07000000000000006,0.010000000000000009,0.2804869619172428
2026-04-27 23:30:54+00:00,0.47,0.47,0.46,0.0,0.55,0.56,0.53,75.12,0.08000000000000007,-0.08000000000000007,0.020000000000000018,0.32081500730421475
2026-04-27 23:30:56+00:00,0.47,0.47,0.46,0.0,0.55,0.56,0.53,474.77000000000004,0.08000000000000007,-0.08000000000000007,0.020000000000000018,0.32081500730421475
2026-04-27 23:30:58+00:00,0.44,0.47,0.44,13.67,0.56,0.56,0.55,118.25,0.12000000000000005,-0.12000000000000005,0.0,0.48232411363377636
2026-04-27 23:31:00+00:00,0.46,0.47,0.46,1.0,0.56,0.56,0.55,101.23999999999998,0.10000000000000003,-0.10000000000000003,0.020000000000000018,0.40150470689206763
2026-04-27 23:31:02+00:00,0.44,0.47,0.44,2.0,0.56,0.56,0.54,148.71,0.12000000000000005,-0.12000000000000005,0.0,0.48232411363377636
2026-04-27 23:31:04+00:00,0.44,0.47,0.44,0.0,0.54,0.56,0.54,169.45,0.10000000000000003,-0.10000000000000003,-0.020000000000000018,0.4015047068920676
2026-04-27 23:31:06+00:00,0.44,0.47,0.44,0.0,0.55,0.55,0.54,95.11999999999999,0.11000000000000004,-0.11000000000000004,-0.010000000000000009,0.4418327522790395
2026-04-27 23:31:08+00:00,0.44,0.47,0.44,0.0,0.55,0.55,0.54,488.93000000000006,0.11000000000000004,-0.11000000000000004,-0.010000000000000009,0.4418327522790395
2026-04-27 23:31:10+00:00,0.45,0.47,0.45,6.0,0.54,0.55,0.54,82.19,0.09000000000000002,-0.09000000000000002,-0.010000000000000009,0.3610133455373307
2026-04-27 23:31:12+00:00,0.46,0.46,0.45,10.47,0.55,0.55,0.54,86.94,0.09000000000000002,-0.09000000000000002,0.010000000000000009,0.3610133455373308
2026-04-27 23:31:14+00:00,0.45,0.46,0.45,54.18,0.55,0.56,0.54,1122.6199999999997,0.10000000000000003,-0.10000000000000003,0.0,0.40134139092430265
2026-04-27 23:31:16+00:00,0.45,0.46,0.45,0.0,0.54,0.56,0.52,2022.8899999999999,0.09000000000000002,-0.09000000000000002,-0.010000000000000009,0.3610133455373307
2026-04-27 23:31:18+00:00,0.45,0.46,0.45,0.0,0.56,0.56,0.55,165.20999999999998,0.11000000000000004,-0.11000000000000004,0.010000000000000009,0.4418327522790395
2026-04-27 23:31:20+00:00,0.44,0.46,0.44,10.39,0.55,0.56,0.55,72.18,0.11000000000000004,-0.11000000000000004,-0.010000000000000009,0.4418327522790395
2026-04-27 23:31:22+00:00,0.46,0.46,0.44,6.0,0.56,0.57,0.55,183.65,0.10000000000000003,-0.10000000000000003,0.020000000000000018,0.40150470689206763
2026-04-27 23:31:24+00:00,0.45,0.46,0.45,0.85,0.56,0.57,0.56,581.28,0.11000000000000004,-0.11000000000000004,0.010000000000000009,0.4418327522790395
2026-04-27 23:31:26+00:00,0.45,0.46,0.45,0.0,0.56,0.57,0.56,288.54,0.11000000000000004,-0.11000000000000004,0.010000000000000009,0.4418327522790395
2026-04-27 23:31:28+00:00,0.45,0.48,0.45,104.32,0.57,0.57,0.56,1046.04,0.11999999999999994,-0.11999999999999994,0.019999999999999907,0.48252184760313876
2026-04-27 23:31:30+00:00,0.51,0.55,0.45,280.34000000000003,0.65,0.67,0.56,755.76,0.14,-0.14,0.16000000000000003,0.5790338737925245
2026-04-27 23:31:32+00:00,0.51,0.55,0.45,0.0,0.66,0.67,0.66,42.400000000000006,0.15000000000000002,-0.15000000000000002,0.17000000000000004,0.623288882796565
2026-04-27 23:31:34+00:00,0.51,0.55,0.45,0.0,0.67,0.68,0.66,253.62000000000003,0.16000000000000003,-0.16000000000000003,0.18000000000000005,0.6681797233107869
2026-04-27 23:31:36+00:00,0.56,0.56,0.45,1.73,0.67,0.68,0.67,379.41999999999996,0.10999999999999999,-0.10999999999999999,0.2300000000000001,0.4670230011075978
2026-04-27 23:31:38+00:00,0.51,0.56,0.51,27.0,0.68,0.68,0.67,153.45,0.17000000000000004,-0.17000000000000004,0.19000000000000006,0.7137664677626812
2026-04-27 23:31:40+00:00,0.54,0.54,0.51,44.11,0.67,0.68,0.67,245.4,0.13,-0.13,0.21000000000000008,0.5478424078493066
2026-04-27 23:31:42+00:00,0.55,0.55,0.51,5.0,0.68,0.69,0.68,303.3,0.13,-0.13,0.2300000000000001,0.5531011069142289
2026-04-27 23:31:44+00:00,0.55,0.55,0.51,0.0,0.68,0.69,0.66,2857.6400000000003,0.13,-0.13,0.2300000000000001,0.5531011069142289
2026-04-27 23:31:46+00:00,0.52,0.52,0.51,20.7,0.67,0.67,0.66,55.559999999999995,0.15000000000000002,-0.15000000000000002,0.19000000000000006,0.6281423502509494
2026-04-27 23:31:48+00:00,0.52,0.52,0.52,1.0,0.66,0.67,0.66,199.82,0.14,-0.14,0.18000000000000005,0.5832515097367277
2026-04-27 23:31:50+00:00,0.53,0.54,0.52,12.57,0.67,0.67,0.66,512.52,0.14,-0.14,0.20000000000000007,0.5880407460824226
2026-04-27 23:31:52+00:00,0.54,0.55,0.52,43.96000000000001,0.67,0.67,0.66,1261.9900000000002,0.13,-0.13,0.21000000000000008,0.5478424078493066
2026-04-27 23:31:54+00:00,0.54,0.55,0.52,0.0,0.68,0.69,0.68,88.01,0.14,-0.14,0.22000000000000008,0.5934291523012009
2026-04-27 23:31:56+00:00,0.54,0.55,0.52,0.0,0.68,0.69,0.68,138.46,0.14,-0.14,0.22000000000000008,0.5934291523012009
2026-04-27 23:31:58+00:00,0.55,0.55,0.53,9.85,0.68,0.7,0.68,67.21,0.13,-0.13,0.2300000000000001,0.5531011069142289
2026-04-27 23:32:00+00:00,0.55,0.55,0.55,220.84,0.68,0.73,0.68,2846.7999999999993,0.13,-0.13,0.2300000000000001,0.5531011069142289
2026-04-27 23:32:02+00:00,0.55,0.55,0.55,0.0,0.73,0.73,0.73,75.36,0.17999999999999994,-0.17999999999999994,0.28,0.7939518796819105
2026-04-27 23:32:04+00:00,0.55,0.55,0.55,0.0,0.73,0.74,0.73,114.75999999999999,0.17999999999999994,-0.17999999999999994,0.28,0.7939518796819105
2026-04-27 23:32:06+00:00,0.63,0.63,0.6,30.26,0.74,0.75,0.74,485.34000000000003,0.10999999999999999,-0.10999999999999999,0.37,0.5137517414353794
2026-04-27 23:32:08+00:00,0.63,0.63,0.6,0.0,0.74,0.75,0.74,118.83,0.10999999999999999,-0.10999999999999999,0.37,0.5137517414353794
2026-04-27 23:32:10+00:00,0.64,0.64,0.63,143.99,0.74,0.75,0.74,81.25,0.09999999999999998,-0.09999999999999998,0.38,0.4706044102791257
2026-04-27 23:32:12+00:00,0.65,0.67,0.65,370.0,0.74,0.75,0.74,173.42,0.08999999999999997,-0.08999999999999997,0.39,0.426929346776464
2026-04-27 23:32:14+00:00,0.65,0.67,0.65,0.0,0.74,0.75,0.74,434.53,0.08999999999999997,-0.08999999999999997,0.39,0.426929346776464
2026-04-27 23:32:16+00:00,0.68,0.69,0.65,406.0,0.75,0.79,0.74,1274.31,0.06999999999999995,-0.06999999999999995,0.43000000000000005,0.3448404862917295
2026-04-27 23:32:18+00:00,0.68,0.69,0.65,0.0,0.79,0.79,0.79,1145.4,0.10999999999999999,-0.10999999999999999,0.4700000000000001,0.5711536123672184
2026-04-27 23:32:20+00:00,0.7,0.7,0.65,1.0,0.79,0.81,0.79,1345.24,0.09000000000000008,-0.09000000000000008,0.49,0.47762755435639526
2026-04-27 23:32:22+00:00,0.72,0.72,0.7,2.0,0.8,0.81,0.8,181.32999999999998,0.08000000000000007,-0.08000000000000007,0.52,0.4418327522790395
2026-04-27 23:32:24+00:00,0.72,0.72,0.7,0.0,0.81,0.82,0.81,1196.31,0.09000000000000008,-0.09000000000000008,0.53,0.5055485666651474
2026-04-27 23:32:26+00:00,0.68,0.72,0.68,14.9,0.82,0.82,0.81,532.98,0.1399999999999999,-0.1399999999999999,0.5,0.7625756869917079
2026-04-27 23:32:28+00:00,0.75,0.75,0.7,181.98000000000002,0.8,0.81,0.79,1834.43,0.050000000000000044,-0.050000000000000044,0.55,0.287682072451781
2026-04-27 23:32:30+00:00,0.79,0.79,0.7,124.09,0.81,0.81,0.8,247.92000000000002,0.020000000000000018,-0.020000000000000018,0.6000000000000001,0.12508476076239994
2026-04-27 23:32:32+00:00,0.74,0.79,0.74,118.82,0.81,0.81,0.8,60.15,0.07000000000000006,-0.07000000000000006,0.55,0.40404162032331103
2026-04-27 23:32:34+00:00,0.75,0.79,0.75,32.0,0.8,0.81,0.8,71.62,0.050000000000000044,-0.050000000000000044,0.55,0.287682072451781
2026-04-27 23:32:36+00:00,0.78,0.78,0.75,1.0,0.8,0.81,0.8,132.63,0.020000000000000018,-0.020000000000000018,0.5800000000000001,0.12062798778861472
2026-04-27 23:32:38+00:00,0.82,0.78,0.78,13.8,0.83,0.84,0.8,1682.5,0.010000000000000009,-0.010000000000000009,0.6499999999999999,0.06927977437229349
2026-04-27 23:32:40+00:00,0.77,0.78,0.77,8.0,0.82,0.84,0.82,120.48,0.04999999999999993,-0.04999999999999993,0.59,0.30803628344355394
2026-04-27 23:32:42+00:00,0.77,0.77,0.77,3.0,0.83,0.84,0.83,806.7,0.05999999999999994,-0.05999999999999994,0.6,0.3773160578158474
2026-04-27 23:32:44+00:00,0.78,0.78,0.77,27.0,0.82,0.84,0.82,131.1,0.039999999999999925,-0.039999999999999925,0.6,0.2506811160368121
2026-04-27 23:32:46+00:00,0.78,0.78,0.77,59.239999999999995,0.83,0.84,0.82,337.97,0.04999999999999993,-0.04999999999999993,0.61,0.3199608904091056
2026-04-27 23:32:48+00:00,0.78,0.78,0.77,38.0,0.83,0.84,0.82,494.09999999999997,0.04999999999999993,-0.04999999999999993,0.61,0.3199608904091056
2026-04-27 23:32:50+00:00,0.78,0.78,0.77,33.0,0.81,0.82,0.81,510.53,0.030000000000000027,-0.030000000000000027,0.5900000000000001,0.18434380217472257
2026-04-27 23:32:52+00:00,0.78,0.78,0.77,20.0,0.81,0.82,0.81,226.13000000000002,0.030000000000000027,-0.030000000000000027,0.5900000000000001,0.18434380217472257
2026-04-27 23:32:54+00:00,0.71,0.78,0.71,412.11,0.81,0.82,0.81,218.38,0.10000000000000009,-0.10000000000000009,0.52,0.5546261284511573
2026-04-27 23:32:56+00:00,0.76,0.78,0.75,5.71,0.81,0.82,0.81,531.61,0.050000000000000044,-0.050000000000000044,0.5700000000000001,0.2973306655676131
2026-04-27 23:32:58+00:00,0.78,0.78,0.75,3.7699999999999996,0.81,0.82,0.81,411.0,0.030000000000000027,-0.030000000000000027,0.5900000000000001,0.18434380217472257
2026-04-27 23:33:00+00:00,0.8,0.78,0.78,45.0,0.82,0.82,0.81,2137.02,0.019999999999999907,-0.019999999999999907,0.62,0.13005312824819737
2026-04-27 23:33:02+00:00,0.82,0.82,0.77,35.0,0.81,0.82,0.81,58.89,-0.009999999999999898,0.009999999999999898,0.63,-0.06633731386208952
2026-04-27 23:33:04+00:00,0.77,0.81,0.77,29.26,0.82,0.82,0.81,554.03,0.04999999999999993,-0.04999999999999993,0.59,0.30803628344355394
2026-04-27 23:33:06+00:00,0.77,0.81,0.77,0.0,0.81,0.82,0.81,233.84999999999997,0.040000000000000036,-0.040000000000000036,0.5800000000000001,0.24169896958146442
2026-04-27 23:33:08+00:00,0.79,0.81,0.77,30.0,0.83,0.83,0.81,38.14,0.039999999999999925,-0.039999999999999925,0.62,0.26070184899678295
2026-04-27 23:33:10+00:00,0.79,0.79,0.77,31.0,0.82,0.83,0.82,391.86,0.029999999999999916,-0.029999999999999916,0.61,0.19142207462448946
2026-04-27 23:33:12+00:00,0.79,0.79,0.77,41.0,0.82,0.83,0.82,14.19,0.029999999999999916,-0.029999999999999916,0.61,0.19142207462448946
2026-04-27 23:33:14+00:00,0.79,0.79,0.78,56.0,0.82,0.83,0.82,48.800000000000004,0.029999999999999916,-0.029999999999999916,0.61,0.19142207462448946
