market,side,action,qty,entry_price,exit_price,pnl,bankroll,ts,won
KXBTC15M-26JAN072115-15,yes,buy_fill,6,0.1,,-0.6100000000000001,1355.4400000000073,1767837660.0,
KXBTC15M-26JAN072115-15,yes,sell_fill,6,0.10000000000000002,0.4,1.7699999999999998,1357.8100000000072,1767837720.0,
KXBTC15M-26JAN072130-30,yes,buy_fill,6,0.1,,-0.6100000000000001,1357.2000000000073,1767838560.0,
KXBTC15M-26JAN072130-30,yes,sell_fill,6,0.10000000000000002,0.4,1.7699999999999998,1359.5700000000072,1767838620.0,
KXBTC15M-26JAN072145-45,yes,buy_fill,6,0.1,,-0.6100000000000001,1358.9600000000073,1767839460.0,
KXBTC15M-26JAN072145-45,yes,sell_fill,6,0.10000000000000002,0.4,1.7699999999999998,1361.3300000000072,1767839520.0,
KXBTC15M-26JAN080015-15,no,buy_fill,1,0.1,,-0.11,1361.2200000000073,1767848460.0,
KXBTC15M-26JAN080015-15,no,sell_fill,1,0.1,0.4,0.29000000000000004,1361.6100000000074,1767848520.0,
KXBTC15M-26JAN080030-30,no,buy_fill,5,0.1,,-0.51,1361.1000000000074,1767849360.0,
KXBTC15M-26JAN080030-30,no,sell_fill,5,0.1,0.4,1.4700000000000002,1363.0700000000074,1767849420.0,
KXBTC15M-26JAN080115-15,yes,buy_fill,5,0.1,,-0.51,1362.5600000000074,1767852060.0,
KXBTC15M-26JAN080115-15,yes,sell_fill,5,0.1,0.4,1.4700000000000002,1364.5300000000075,1767852120.0,
KXBTC15M-26JAN080200-00,no,buy_fill,5,0.1,,-0.51,1364.0200000000075,1767854760.0,
KXBTC15M-26JAN080200-00,no,sell_fill,5,0.1,0.4,1.4700000000000002,1365.9900000000075,1767854820.0,
KXBTC15M-26JAN080215-15,yes,buy_fill,49,0.1,,-4.98,1361.0100000000075,1767855660.0,
KXBTC15M-26JAN080215-15,yes,sell_fill,48,0.1,0.4,14.190000000000001,1380.0000000000075,1767855720.0,
KXBTC15M-26JAN080215-15,yes,sell_fill,1,0.1,0.4,0.29000000000000004,1380.3900000000076,1767855780.0,
KXBTC15M-26JAN080230-30,yes,buy_fill,3,0.1,,-0.31000000000000005,1380.0800000000077,1767856560.0,
KXBTC15M-26JAN080230-30,yes,sell_fill,3,0.10000000000000002,0.4,0.8799999999999999,1381.2600000000077,1767856620.0,
KXBTC15M-26JAN080515-15,yes,buy_fill,21,0.1,,-2.14,1379.1200000000076,1767866580.0,
KXBTC15M-26JAN080515-15,yes,buy_fill,21,0.1,,-2.14,1376.9800000000075,1767866640.0,
KXBTC15M-26JAN080515-15,yes,sell_fill,19,0.1,0.4,5.620000000000001,1384.5000000000075,1767866820.0,
KXBTC15M-26JAN080515-15,yes,sell_fill,6,0.1,0.4,1.7700000000000002,1386.8700000000074,1767866880.0,
KXBTC15M-26JAN080515-15,yes,sell_fill,16,0.1,0.4,4.73,1393.2000000000073,1767866940.0,
KXBTC15M-26JAN080515-15,yes,sell_fill,1,0.1,0.4,0.29000000000000004,1393.5900000000074,1767867000.0,
KXBTC15M-26JAN080600-00,no,buy_fill,4,0.1,,-0.41000000000000003,1393.1800000000073,1767869220.0,
KXBTC15M-26JAN080600-00,no,buy_fill,10,0.1,,-1.02,1392.1600000000074,1767869280.0,
KXBTC15M-26JAN080600-00,no,settlement,14,0.09999999999999999,0.0,-1.4,1392.1600000000074,,False
KXBTC15M-26JAN080845-45,yes,buy_fill,21,0.1,,-2.14,1390.0200000000073,1767879240.0,
