market,first_plot_ts,last_plot_ts,open_ts,open_day,hour_utc,start_br,end_br,contrib,pnl_exit,first_buy_ts,first_second_fill,fill_first_minute,has_open_ts
KXBTC15M-26JAN091045-45,1767972840.0,1767973020.0,1767972600,2026-01-09,15,1283.4200000000071,1301.950000000007,18.529999999999973,18.630000000000003,1767972840.0,False,False,True
KXBTC15M-26JAN091100-00,1767973560.0,1767973620.0,1767973500,2026-01-09,15,1301.950000000007,1304.2900000000072,2.3400000000001455,2.3600000000000003,1767973560.0,False,True,True
KXBTC15M-26JAN091230-30,1767978960.0,1767979200.0,1767978900,2026-01-09,17,1304.2900000000072,1290.3600000000072,-13.930000000000064,-13.7,1767978960.0,False,True,True
KXBTC15M-26JAN091300-00,1767980880.0,1767981000.0,1767980700,2026-01-09,17,1290.3600000000072,1273.180000000007,-17.180000000000064,-16.900000000000002,1767980880.0,False,False,True
KXBTC15M-26JAN091315-15,1767981660.0,1767981780.0,1767981600,2026-01-09,18,1273.180000000007,1285.8200000000072,12.6400000000001,12.709999999999999,1767981660.0,False,True,True
KXBTC15M-26JAN091330-30,1767982740.0,1767982800.0,1767982500,2026-01-09,18,1285.8200000000072,1280.940000000007,-4.880000000000109,-4.800000000000001,1767982740.0,False,False,True
KXBTC15M-26JAN091430-30,1767986160.0,1767986220.0,1767986100,2026-01-09,19,1280.940000000007,1287.700000000007,6.759999999999991,6.800000000000002,1767986160.0,False,True,True
KXBTC15M-26JAN091500-00,1767988080.0,1767988620.0,1767987900,2026-01-09,19,1287.700000000007,1313.870000000007,26.169999999999845,26.320000000000004,1767988080.0,False,False,True
KXBTC15M-26JAN091515-15,1767988860.0,1767988920.0,1767988800,2026-01-09,20,1313.870000000007,1315.920000000007,2.0499999999999545,2.0700000000000007,1767988860.0,False,True,True
KXBTC15M-26JAN091630-30,1767993360.0,1767993420.0,1767993300,2026-01-09,21,1315.920000000007,1321.5100000000068,5.589999999999918,5.620000000000001,1767993360.0,False,True,True
KXBTC15M-26JAN091645-45,1767994260.0,1767994320.0,1767994200,2026-01-09,21,1321.5100000000068,1324.150000000007,2.6400000000001,2.66,1767994260.0,False,True,True
KXBTC15M-26JAN091815-15,1767999660.0,1767999720.0,1767999600,2026-01-09,23,1324.150000000007,1331.7900000000066,7.639999999999645,7.69,1767999660.0,False,True,True
KXBTC15M-26JAN091830-30,1768000560.0,1768000620.0,1768000500,2026-01-09,23,1331.7900000000066,1334.7200000000066,2.9300000000000637,2.9500000000000006,1768000560.0,False,True,True
KXBTC15M-26JAN091900-00,1768002360.0,1768002420.0,1768002300,2026-01-09,23,1334.7200000000066,1335.5900000000067,0.8700000000001182,0.8799999999999999,1768002360.0,False,True,True
KXBTC15M-26JAN091915-15,1768003260.0,1768003320.0,1768003200,2026-01-10,0,1335.5900000000067,1335.870000000007,0.2800000000002001,0.29,1768003260.0,False,True,True
KXBTC15M-26JAN092045-45,1768008660.0,1768008720.0,1768008600,2026-01-10,1,1335.870000000007,1339.390000000007,3.519999999999982,3.5399999999999996,1768008660.0,False,True,True
KXBTC15M-26JAN092100-00,1768009560.0,1768009620.0,1768009500,2026-01-10,1,1339.390000000007,1343.200000000007,3.810000000000173,3.84,1768009560.0,False,True,True
KXBTC15M-26JAN092215-15,1768014060.0,1768014120.0,1768014000,2026-01-10,3,1343.200000000007,1346.1300000000072,2.9300000000000637,2.9500000000000006,1768014060.0,False,True,True
KXBTC15M-26JAN092230-30,1768014960.0,1768015020.0,1768014900,2026-01-10,3,1346.1300000000072,1348.4700000000073,2.3400000000001455,2.3600000000000003,1768014960.0,False,True,True
KXBTC15M-26JAN092245-45,1768015860.0,1768015920.0,1768015800,2026-01-10,3,1348.4700000000073,1352.2800000000077,3.8100000000004,3.84,1768015860.0,False,True,True
KXBTC15M-26JAN092345-45,1768019460.0,1768019520.0,1768019400,2026-01-10,4,1352.2800000000077,1352.8600000000074,0.5799999999996999,0.5900000000000001,1768019460.0,False,True,True
KXBTC15M-26JAN100330-30,1768033140.0,1768033380.0,1768032900,2026-01-10,8,1352.8600000000074,1359.6200000000074,6.759999999999991,6.800000000000002,1768033140.0,False,False,True
KXBTC15M-26JAN100600-00,1768041960.0,1768042320.0,1768041900,2026-01-10,10,1359.6200000000074,1363.1400000000074,3.519999999999982,3.54,1768041960.0,False,True,True
KXBTC15M-26JAN100615-15,1768043040.0,1768043100.0,1768042800,2026-01-10,11,1363.1400000000074,1357.3500000000074,-5.789999999999964,-5.7,1768043040.0,False,False,True
KXBTC15M-26JAN100700-00,1768045620.0,1768045680.0,1768045500,2026-01-10,11,1357.3500000000074,1355.5200000000077,-1.8299999999996999,-1.8,1768045620.0,False,False,True
KXBTC15M-26JAN100730-30,1768047420.0,1768047600.0,1768047300,2026-01-10,12,1355.5200000000077,1373.7400000000075,18.2199999999998,18.33,1768047420.0,False,False,True
KXBTC15M-26JAN101045-45,1768059060.0,1768059180.0,1768059000,2026-01-10,15,1373.7400000000075,1376.6600000000076,2.9200000000000728,2.9400000000000004,1768059060.0,False,True,True
KXBTC15M-26JAN101130-30,1768061940.0,1768062000.0,1768061700,2026-01-10,16,1376.6600000000076,1366.5000000000075,-10.160000000000082,-10.0,1768061940.0,False,False,True
KXBTC15M-26JAN101230-30,1768065360.0,1768065420.0,1768065300,2026-01-10,17,1366.5000000000075,1368.2600000000075,1.759999999999991,1.7699999999999998,1768065360.0,False,True,True
KXBTC15M-26JAN101245-45,1768066260.0,1768066320.0,1768066200,2026-01-10,17,1368.2600000000075,1379.7200000000075,11.460000000000036,11.53,1768066260.0,False,True,True
KXBTC15M-26JAN101300-00,1768067340.0,1768067400.0,1768067100,2026-01-10,17,1379.7200000000075,1378.6000000000076,-1.1199999999998909,-1.1,1768067340.0,False,False,True
KXBTC15M-26JAN101345-45,1768069860.0,1768069920.0,1768069800,2026-01-10,18,1378.6000000000076,1379.7700000000077,1.1700000000000728,1.1800000000000002,1768069860.0,False,True,True
KXBTC15M-26JAN101745-45,1768084380.0,1768084500.0,1768084200,2026-01-10,22,1379.7700000000077,1368.4900000000075,-11.2800000000002,-11.1,1768084380.0,False,False,True
KXBTC15M-26JAN101800-00,1768085160.0,1768085280.0,1768085100,2026-01-10,22,1368.4900000000075,1406.1300000000076,37.6400000000001,37.85000000000001,1768085160.0,False,True,True
KXBTC15M-26JAN101815-15,1768086060.0,1768086180.0,1768086000,2026-01-10,23,1406.1300000000076,1417.5800000000077,11.450000000000045,11.520000000000003,1768086060.0,False,True,True
KXBTC15M-26JAN101930-30,1768090680.0,1768090800.0,1768090500,2026-01-11,0,1417.5800000000077,1395.4300000000078,-22.149999999999864,-21.8,1768090680.0,False,False,True
KXBTC15M-26JAN102000-00,1768092360.0,1768092420.0,1768092300,2026-01-11,0,1395.4300000000078,1404.2500000000075,8.819999999999709,8.870000000000001,1768092360.0,False,True,True
KXBTC15M-26JAN102030-30,1768094160.0,1768094280.0,1768094100,2026-01-11,1,1404.2500000000075,1409.5400000000077,5.290000000000191,5.32,1768094160.0,False,True,True
KXBTC15M-26JAN102130-30,1768097760.0,1768097820.0,1768097700,2026-01-11,2,1409.5400000000077,1417.4700000000078,7.930000000000064,7.980000000000001,1768097760.0,False,True,True
KXBTC15M-26JAN102300-00,1768103160.0,1768103220.0,1768103100,2026-01-11,3,1417.4700000000078,1420.1100000000076,2.6399999999998727,2.66,1768103160.0,False,True,True
KXBTC15M-26JAN102315-15,1768104060.0,1768104120.0,1768104000,2026-01-11,4,1420.1100000000076,1425.4000000000076,5.289999999999964,5.32,1768104060.0,False,True,True
KXBTC15M-26JAN110000-00,1768106760.0,1768106820.0,1768106700,2026-01-11,4,1425.4000000000076,1433.6300000000076,8.230000000000018,8.280000000000003,1768106760.0,False,True,True
KXBTC15M-26JAN110130-30,1768112160.0,1768112220.0,1768112100,2026-01-11,6,1433.6300000000076,1433.9100000000078,0.2800000000002001,0.29,1768112160.0,False,True,True
KXBTC15M-26JAN110200-00,1768113960.0,1768114020.0,1768113900,2026-01-11,6,1433.9100000000078,1434.190000000008,0.2800000000002001,0.29,1768113960.0,False,True,True
KXBTC15M-26JAN110215-15,1768114860.0,1768114920.0,1768114800,2026-01-11,7,1434.190000000008,1436.5300000000082,2.3400000000001455,2.3600000000000003,1768114860.0,False,True,True
KXBTC15M-26JAN110345-45,1768120380.0,1768120800.0,1768120200,2026-01-11,8,1436.5300000000082,1471.5300000000082,35.0,35.190000000000005,1768120380.0,False,False,True
KXBTC15M-26JAN110600-00,1768128360.0,1768128420.0,1768128300,2026-01-11,10,1471.5300000000082,1474.4600000000082,2.9300000000000637,2.9500000000000006,1768128360.0,False,True,True
KXBTC15M-26JAN110800-00,1768135680.0,1768135800.0,1768135500,2026-01-11,12,1474.4600000000082,1462.560000000008,-11.900000000000318,-11.7,1768135680.0,False,False,True
KXBTC15M-26JAN110815-15,1768136460.0,1768136520.0,1768136400,2026-01-11,13,1462.560000000008,1462.8400000000083,0.28000000000042746,0.29,1768136460.0,False,True,True
KXBTC15M-26JAN111100-00,1768146360.0,1768146420.0,1768146300,2026-01-11,15,1462.8400000000083,1464.3000000000084,1.4600000000000364,1.4700000000000002,1768146360.0,False,True,True
KXBTC15M-26JAN111115-15,1768147260.0,1768147320.0,1768147200,2026-01-11,16,1464.3000000000084,1460.5400000000084,-3.759999999999991,-3.7,1768147260.0,False,True,True
KXBTC15M-26JAN111130-30,1768148160.0,1768148220.0,1768148100,2026-01-11,16,1460.5400000000084,1462.0000000000084,1.4600000000000364,1.4700000000000002,1768148160.0,False,True,True
KXBTC15M-26JAN111145-45,1768149120.0,1768149240.0,1768149000,2026-01-11,16,1462.0000000000084,1432.3300000000086,-29.669999999999845,-29.200000000000003,1768149120.0,False,False,True
KXBTC15M-26JAN111215-15,1768150860.0,1768150980.0,1768150800,2026-01-11,17,1432.3300000000086,1443.5000000000089,11.1700000000003,11.229999999999999,1768150860.0,False,True,True
KXBTC15M-26JAN111230-30,1768151820.0,1768152480.0,1768151700,2026-01-11,17,1443.5000000000089,1461.440000000009,17.940000000000055,18.040000000000003,1768151820.0,False,False,True
KXBTC15M-26JAN111330-30,1768155360.0,1768155420.0,1768155300,2026-01-11,18,1461.440000000009,1469.670000000009,8.230000000000018,8.280000000000003,1768155360.0,False,True,True
KXBTC15M-26JAN111500-00,1768160940.0,1768161000.0,1768160700,2026-01-11,19,1469.670000000009,1459.5100000000089,-10.160000000000082,-10.0,1768160940.0,False,False,True
KXBTC15M-26JAN111515-15,1768161720.0,1768161780.0,1768161600,2026-01-11,20,1459.5100000000089,1429.950000000009,-29.559999999999945,-29.1,1768161720.0,False,False,True
KXBTC15M-26JAN111530-30,1768162740.0,1768162980.0,1768162500,2026-01-11,20,1429.950000000009,1438.7700000000088,8.819999999999936,8.870000000000001,1768162740.0,False,False,True
KXBTC15M-26JAN111630-30,1768166160.0,1768166220.0,1768166100,2026-01-11,21,1438.7700000000088,1439.9400000000087,1.1699999999998454,1.1800000000000002,1768166160.0,False,True,True
KXBTC15M-26JAN111715-15,1768168980.0,1768169100.0,1768168800,2026-01-11,22,1439.9400000000087,1436.4800000000089,-3.459999999999809,-3.4000000000000004,1768168980.0,False,False,True
KXBTC15M-26JAN111745-45,1768170660.0,1768170720.0,1768170600,2026-01-11,22,1436.4800000000089,1441.7700000000086,5.289999999999736,5.32,1768170660.0,False,True,True
KXBTC15M-26JAN111815-15,1768172460.0,1768172520.0,1768172400,2026-01-11,23,1441.7700000000086,1444.700000000009,2.930000000000291,2.9500000000000006,1768172460.0,False,True,True
KXBTC15M-26JAN111830-30,1768173420.0,1768173600.0,1768173300,2026-01-11,23,1444.700000000009,1424.9900000000089,-19.710000000000036,-19.4,1768173420.0,False,False,True
KXBTC15M-26JAN111845-45,1768174260.0,1768174320.0,1768174200,2026-01-11,23,1424.9900000000089,1428.5100000000089,3.519999999999982,3.5399999999999996,1768174260.0,False,True,True
KXBTC15M-26JAN111915-15,1768176120.0,1768176240.0,1768176000,2026-01-12,0,1428.5100000000089,1487.0400000000088,58.52999999999997,58.85000000000001,1768176120.0,False,False,True
KXBTC15M-26JAN111930-30,1768177080.0,1768177200.0,1768176900,2026-01-12,0,1487.0400000000088,1469.860000000009,-17.179999999999836,-16.9,1768177080.0,False,False,True
KXBTC15M-26JAN112000-00,1768178760.0,1768178820.0,1768178700,2026-01-12,0,1469.860000000009,1474.850000000009,4.990000000000009,5.0200000000000005,1768178760.0,False,True,True
KXBTC15M-26JAN112015-15,1768179780.0,1768179900.0,1768179600,2026-01-12,1,1474.850000000009,1471.290000000009,-3.5599999999999454,-3.5,1768179780.0,False,False,True
KXBTC15M-26JAN112100-00,1768182360.0,1768182600.0,1768182300,2026-01-12,1,1471.290000000009,1475.9800000000089,4.689999999999827,4.730000000000001,1768182360.0,False,True,True
KXBTC15M-26JAN112115-15,1768183440.0,1768183500.0,1768183200,2026-01-12,2,1475.9800000000089,1468.150000000009,-7.829999999999927,-7.7,1768183440.0,False,False,True
KXBTC15M-26JAN112130-30,1768184160.0,1768184460.0,1768184100,2026-01-12,2,1468.150000000009,1486.6800000000087,18.529999999999745,18.630000000000003,1768184160.0,False,True,True
KXBTC15M-26JAN112245-45,1768188660.0,1768188720.0,1768188600,2026-01-12,3,1486.6800000000087,1494.3200000000086,7.639999999999873,7.69,1768188660.0,False,True,True
KXBTC15M-26JAN112300-00,1768189560.0,1768189620.0,1768189500,2026-01-12,3,1494.3200000000086,1499.0200000000084,4.699999999999818,4.73,1768189560.0,False,True,True
KXBTC15M-26JAN120300-00,1768203960.0,1768204020.0,1768203900,2026-01-12,7,1499.0200000000084,1491.4000000000085,-7.619999999999891,-7.5,1768203960.0,False,True,True
KXBTC15M-26JAN120345-45,1768206660.0,1768206900.0,1768206600,2026-01-12,8,1491.4000000000085,1480.5200000000084,-10.88000000000011,-10.7,1768206660.0,False,True,True
KXBTC15M-26JAN120400-00,1768207560.0,1768207620.0,1768207500,2026-01-12,8,1480.5200000000084,1485.8100000000084,5.289999999999964,5.32,1768207560.0,False,True,True
KXBTC15M-26JAN120830-30,1768223760.0,1768223820.0,1768223700,2026-01-12,13,1485.8100000000084,1482.4500000000085,-3.3599999999999,-3.3000000000000003,1768223760.0,False,True,True
KXBTC15M-26JAN120915-15,1768226640.0,1768226700.0,1768226400,2026-01-12,14,1482.4500000000085,1514.2100000000084,31.75999999999999,31.940000000000005,1768226640.0,False,False,True
KXBTC15M-26JAN120930-30,1768227480.0,1768227600.0,1768227300,2026-01-12,14,1514.2100000000084,1501.7100000000084,-12.5,-12.3,1768227480.0,False,False,True
KXBTC15M-26JAN120945-45,1768228380.0,1768228500.0,1768228200,2026-01-12,14,1501.7100000000084,1471.2300000000084,-30.480000000000018,-30.0,1768228380.0,False,False,True
KXBTC15M-26JAN121245-45,1768239180.0,1768239300.0,1768239000,2026-01-12,17,1471.2300000000084,1451.3100000000084,-19.920000000000073,-19.6,1768239180.0,False,False,True
KXBTC15M-26JAN121345-45,1768242840.0,1768242900.0,1768242600,2026-01-12,18,1451.3100000000084,1451.2000000000085,-0.10999999999989996,-0.1,1768242840.0,False,False,True
KXBTC15M-26JAN121415-15,1768244580.0,1768245000.0,1768244400,2026-01-12,19,1451.2000000000085,1497.9600000000084,46.75999999999999,47.03000000000001,1768244580.0,False,False,True
KXBTC15M-26JAN121430-30,1768245540.0,1768245600.0,1768245300,2026-01-12,19,1497.9600000000084,1487.7000000000085,-10.259999999999991,-10.1,1768245540.0,False,False,True
