total_orders_submitted,total_fills,overall_fill_rate,fills_by_level,fills_by_level_json,avg_fill_latency_ms,median_fill_latency_ms,avg_submit_latency_ms,resting_too_long_count,canceled_count,pnl_gross_sum,fees_sum,pnl_net_sum,avg_edge_captured_at_fill,adverse_selection_1min,adverse_selection_5min,max_inventory_contracts,max_exposure_dollars,final_bankroll,max_drawdown_pct,markets_total,markets_with_trade_data,markets_without_trade_data,limitations,sharpe
56820,41,0.0007215769095388948,"{0: 3, 1: 7, 2: 8, 3: 9, 4: 14}","{""0"": 3, ""1"": 7, ""2"": 8, ""3"": 9, ""4"": 14}",184.03706317994653,221.32301330566406,0.0,56779,56779,18.45,1.2300000000000006,17.22,0.05512195121951221,0.42451219512195126,0.45524390243902435,5,0.21000000000000002,1017.6300000000005,0.02554956123540748,11364,11233,131,No queue position model; partial-fill proxy via volume_fill_pct; sub-minute exits approximated using minute bars.,0.2364480338110669
