group_id,expiration,event_ticker,series_ticker,market_tickers,range_labels,best_yes_bid,best_yes_ask,best_no_bid,best_no_ask,sum_yes_ask,sum_yes_bid,sum_no_ask,number_of_contracts,expected_guaranteed_payout_cents,yes_theoretical_profit_cents,yes_fee_adjusted_profit_cents,no_theoretical_profit_cents,no_fee_adjusted_profit_cents,theoretical_profit_cents,fee_adjusted_profit_cents,missing_range_warning,liquidity_available_at_best_price,conclusion,settlement_source
KXBTC|KXBTC-26MAY0117|1777669200|KXBTC-26MAY0117|KXBTC|,2026-05-01T17:00:00-04:00,KXBTC-26MAY0117,KXBTC,KXBTC-26MAY0117-T65500|KXBTC-26MAY0117-B65750|KXBTC-26MAY0117-B66250|KXBTC-26MAY0117-B66750|KXBTC-26MAY0117-B67250|KXBTC-26MAY0117-B67750|KXBTC-26MAY0117-B68250|KXBTC-26MAY0117-B68750|KXBTC-26MAY0117-B69250|KXBTC-26MAY0117-B69750|KXBTC-26MAY0117-B70250|KXBTC-26MAY0117-B70750|KXBTC-26MAY0117-B71250|KXBTC-26MAY0117-B71750|KXBTC-26MAY0117-B72250|KXBTC-26MAY0117-B72750|KXBTC-26MAY0117-B73250|KXBTC-26MAY0117-B73750|KXBTC-26MAY0117-B74250|KXBTC-26MAY0117-B74750|KXBTC-26MAY0117-B75250|KXBTC-26MAY0117-B75750|KXBTC-26MAY0117-B76250|KXBTC-26MAY0117-B76750|KXBTC-26MAY0117-B77250|KXBTC-26MAY0117-B77750|KXBTC-26MAY0117-B78250|KXBTC-26MAY0117-B78750|KXBTC-26MAY0117-B79250|KXBTC-26MAY0117-B79750|KXBTC-26MAY0117-B80250|KXBTC-26MAY0117-B80750|KXBTC-26MAY0117-B81250|KXBTC-26MAY0117-B81750|KXBTC-26MAY0117-B82250|KXBTC-26MAY0117-B82750|KXBTC-26MAY0117-B83250|KXBTC-26MAY0117-B83750|KXBTC-26MAY0117-B84250|KXBTC-26MAY0117-B84750|KXBTC-26MAY0117-B85250|KXBTC-26MAY0117-B85750|KXBTC-26MAY0117-B86250|KXBTC-26MAY0117-B86750|KXBTC-26MAY0117-B87250|KXBTC-26MAY0117-B87750|KXBTC-26MAY0117-B88250|KXBTC-26MAY0117-B88750|KXBTC-26MAY0117-B89250|KXBTC-26MAY0117-T89499.99,"(-inf,65500]|[65500,66000)|[66000,66500)|[66500,67000)|[67000,67500)|[67500,68000)|[68000,68500)|[68500,69000)|[69000,69500)|[69500,70000)|[70000,70500)|[70500,71000)|[71000,71500)|[71500,72000)|[72000,72500)|[72500,73000)|[73000,73500)|[73500,74000)|[74000,74500)|[74500,75000)|[75000,75500)|[75500,76000)|[76000,76500)|[76500,77000)|[77000,77500)|[77500,78000)|[78000,78500)|[78500,79000)|[79000,79500)|[79500,80000)|[80000,80500)|[80500,81000)|[81000,81500)|[81500,82000)|[82000,82500)|[82500,83000)|[83000,83500)|[83500,84000)|[84000,84500)|[84500,85000)|[85000,85500)|[85500,86000)|[86000,86500)|[86500,87000)|[87000,87500)|[87500,88000)|[88000,88500)|[88500,89000)|[89000,89500)|[89500,+inf)",||||||||||||||1.00|2.00|2.00|3.00|4.00|4.00|4.00|5.00|6.00|7.00|6.00|6.00|5.00|5.00|5.00|4.00|3.00|2.00|2.00|2.00|1.00|1.00|1.00|1.00|1.00|1.00|1.00|||||||||,2.00|1.00|1.00|1.00|1.00|1.00|1.00|1.00|1.00|1.00|1.00|2.00|2.00|2.00|2.00|3.00|3.00|4.00|5.00|5.00|6.00|7.00|7.00|8.00|8.00|8.00|7.00|8.00|6.00|5.00|4.00|3.00|3.00|3.00|2.00|2.00|2.00|2.00|2.00|2.00|2.00|1.00|1.00|1.00|1.00|1.00|1.00|1.00|1.00|1.00,98.00|99.00|99.00|99.00|99.00|99.00|99.00|99.00|99.00|99.00|99.00|98.00|98.00|98.00|98.00|97.00|97.00|96.00|95.00|95.00|94.00|93.00|93.00|92.00|92.00|92.00|93.00|92.00|94.00|95.00|96.00|97.00|97.00|97.00|98.00|98.00|98.00|98.00|98.00|98.00|98.00|99.00|99.00|99.00|99.00|99.00|99.00|99.00|99.00|99.00,||||||||||||||99.00|98.00|98.00|97.00|96.00|96.00|96.00|95.00|94.00|93.00|94.00|94.00|95.00|95.00|95.00|96.00|97.00|98.00|98.00|98.00|99.00|99.00|99.00|99.00|99.00|99.00|99.00|||||||||,119.0,85.0,2615.0,50,100.0,-19.0,-31.5,,,-19.0,-31.5,gap_between_ranges;missing_best_ask;no_basket_guarantee_not_applicable;ranges_not_collectively_exhaustive;settlement_rules_differ,yes_min=93.3;no_min=1,NO_ARB,
