ts_utc,eth_yes_last,eth_yes_aggressive_buy,eth_yes_aggressive_sell,eth_vol,btc_yes_last,btc_yes_aggressive_buy,btc_yes_aggressive_sell,btc_vol,spread_btcYes_minus_ethYes,spread_ethYes_minus_btcYes,spread_btcYes_minus_ethNo,divergence_logit
2026-04-28 05:45:00+00:00,,,,0.0,0.5,0.54,0.5,2.0,,,,
2026-04-28 05:45:02+00:00,,,,0.0,0.5,0.54,0.5,9.66,,,,
2026-04-28 05:45:04+00:00,,,,0.0,0.5,0.54,0.5,10.66,,,,
2026-04-28 05:45:06+00:00,,,,0.0,0.52,0.52,0.5,149.84,,,,
2026-04-28 05:45:08+00:00,,,,0.0,0.52,0.52,0.5,93.02,,,,
2026-04-28 05:45:10+00:00,,,,0.0,0.51,0.52,0.5,257.16999999999996,,,,
2026-04-28 05:45:12+00:00,,,,0.0,0.52,0.56,0.5,1775.8699999999997,,,,
2026-04-28 05:45:14+00:00,,,,0.0,0.52,0.52,0.51,105.96,,,,
2026-04-28 05:45:16+00:00,0.54,0.56,,71.0,0.52,0.55,0.52,197.76,-0.020000000000000018,0.020000000000000018,0.06000000000000005,-0.08029994240164291
2026-04-28 05:45:18+00:00,0.54,0.56,,0.0,0.51,0.52,0.51,1235.0,-0.030000000000000027,0.030000000000000027,0.050000000000000044,-0.12033731546148027
2026-04-28 05:45:20+00:00,0.54,0.56,,0.0,0.51,0.51,0.5,422.34000000000003,-0.030000000000000027,0.030000000000000027,0.050000000000000044,-0.12033731546148027
2026-04-28 05:45:22+00:00,0.54,0.56,,0.0,0.51,0.52,0.5,404.8,-0.030000000000000027,0.030000000000000027,0.050000000000000044,-0.12033731546148027
2026-04-28 05:45:24+00:00,0.54,0.56,,0.0,0.53,0.53,0.52,153.35000000000002,-0.010000000000000009,0.010000000000000009,0.07000000000000006,-0.04019833823311607
2026-04-28 05:45:26+00:00,0.54,0.56,,0.0,0.55,0.55,0.52,1114.05,0.010000000000000009,-0.010000000000000009,0.09000000000000008,0.040328045386971934
2026-04-28 05:45:28+00:00,0.59,0.59,0.58,6.0,0.55,0.55,0.54,1229.0400000000002,-0.039999999999999925,0.039999999999999925,0.14,-0.16329468173926007
2026-04-28 05:45:30+00:00,0.59,0.59,0.58,1.0,0.54,0.55,0.54,801.52,-0.04999999999999993,0.04999999999999993,0.13,-0.203622727126232
2026-04-28 05:45:32+00:00,0.59,0.59,0.58,0.0,0.54,0.55,0.53,347.57,-0.04999999999999993,0.04999999999999993,0.13,-0.203622727126232
2026-04-28 05:45:34+00:00,0.63,0.63,0.59,313.65,0.54,0.54,0.53,123.37,-0.08999999999999997,0.08999999999999997,0.17000000000000004,-0.3718741636721288
2026-04-28 05:45:36+00:00,0.63,0.63,0.59,0.0,0.55,0.55,0.53,380.29999999999995,-0.07999999999999996,0.07999999999999996,0.18000000000000005,-0.3315461182851568
2026-04-28 05:45:38+00:00,0.63,0.63,0.59,0.0,0.53,0.54,0.52,349.99,-0.09999999999999998,0.09999999999999998,0.16000000000000003,-0.4120725019052448
2026-04-28 05:45:40+00:00,0.6,0.6,0.59,48.63,0.52,0.53,0.5,985.12,-0.07999999999999996,0.07999999999999996,0.12,-0.32542240043462767
2026-04-28 05:45:42+00:00,0.61,0.6,0.59,12.65,0.53,0.54,0.52,944.1200000000001,-0.07999999999999996,0.07999999999999996,0.14,-0.3271679062016014
2026-04-28 05:45:44+00:00,0.61,0.6,0.59,0.0,0.52,0.54,0.51,567.03,-0.08999999999999997,0.08999999999999997,0.13,-0.3672695103701283
2026-04-28 05:45:46+00:00,0.59,0.6,0.59,23.42,0.52,0.52,0.49,1294.8200000000004,-0.06999999999999995,0.06999999999999995,0.10999999999999999,-0.2839226695278749
2026-04-28 05:45:48+00:00,0.59,0.6,0.59,0.0,0.52,0.53,0.5,266.12,-0.06999999999999995,0.06999999999999995,0.10999999999999999,-0.2839226695278749
2026-04-28 05:45:50+00:00,0.59,0.6,0.59,164.0,0.5,0.52,0.5,264.56,-0.08999999999999997,0.08999999999999997,0.08999999999999997,-0.3639653772014115
2026-04-28 05:45:52+00:00,0.59,0.6,0.56,46.0,0.5,0.5,0.48,1150.01,-0.08999999999999997,0.08999999999999997,0.08999999999999997,-0.3639653772014115
2026-04-28 05:45:54+00:00,0.59,0.6,0.56,0.0,0.49,0.49,0.48,95.73,-0.09999999999999998,0.09999999999999998,0.07999999999999996,-0.40397071181511074
2026-04-28 05:45:56+00:00,0.53,0.6,0.53,8.01,0.48,0.49,0.48,68.22999999999999,-0.050000000000000044,0.050000000000000044,0.010000000000000009,-0.20018701951559992
2026-04-28 05:45:58+00:00,0.51,0.53,0.51,101.0,0.49,0.49,0.48,86.70000000000002,-0.020000000000000018,0.020000000000000018,0.0,-0.08001066922739845
2026-04-28 05:46:00+00:00,0.51,0.53,0.51,110.0,0.48,0.49,0.47,850.9000000000001,-0.030000000000000027,0.030000000000000027,-0.010000000000000009,-0.1200480422872357
2026-04-28 05:46:02+00:00,0.56,0.56,0.53,40.0,0.49,0.49,0.47,656.0600000000001,-0.07000000000000006,0.07000000000000006,0.050000000000000044,-0.2811673914305875
2026-04-28 05:46:04+00:00,0.56,0.56,0.53,11.0,0.49,0.54,0.49,1283.9,-0.07000000000000006,0.07000000000000006,0.050000000000000044,-0.2811673914305875
2026-04-28 05:46:06+00:00,0.57,0.56,0.55,104.0,0.51,0.51,0.5,382.86000000000007,-0.05999999999999994,0.05999999999999994,0.07999999999999996,-0.2418458175272883
2026-04-28 05:46:08+00:00,0.59,0.6,0.55,161.8,0.51,0.52,0.5,690.8499999999999,-0.07999999999999996,0.07999999999999996,0.09999999999999998,-0.32396004258771227
2026-04-28 05:46:10+00:00,0.58,0.6,0.57,43.0,0.51,0.51,0.5,746.75,-0.06999999999999995,0.06999999999999995,0.08999999999999997,-0.28276805764935165
