ts_utc,eth_yes_last,eth_yes_aggressive_buy,eth_yes_aggressive_sell,eth_vol,btc_yes_last,btc_yes_aggressive_buy,btc_yes_aggressive_sell,btc_vol,spread_btcYes_minus_ethYes,spread_ethYes_minus_btcYes,spread_btcYes_minus_ethNo,divergence_logit
2026-04-28 01:30:00+00:00,,,,0.0,0.52,0.53,0.52,6.0,,,,
2026-04-28 01:30:02+00:00,,,,0.0,0.54,0.55,0.52,13.0,,,,
2026-04-28 01:30:04+00:00,0.53,0.53,,6.0,0.53,0.54,0.52,350.94,0.0,0.0,0.06000000000000005,0.0
2026-04-28 01:30:06+00:00,0.54,0.53,0.53,6.0,0.53,0.61,0.51,1092.12,-0.010000000000000009,0.010000000000000009,0.07000000000000006,-0.04019833823311607
2026-04-28 01:30:08+00:00,0.5,0.53,0.47,10.0,0.5,0.62,0.5,620.29,0.0,0.0,0.0,0.0
2026-04-28 01:30:10+00:00,0.5,0.53,0.47,0.0,0.51,0.58,0.47,607.3599999999999,0.010000000000000009,-0.010000000000000009,0.010000000000000009,0.040005334613699206
2026-04-28 01:30:12+00:00,0.5,0.53,0.47,0.0,0.51,0.55,0.48,524.2500000000001,0.010000000000000009,-0.010000000000000009,0.010000000000000009,0.040005334613699206
2026-04-28 01:30:14+00:00,0.5,0.53,0.47,0.0,0.51,0.53,0.5,333.46,0.010000000000000009,-0.010000000000000009,0.010000000000000009,0.040005334613699206
2026-04-28 01:30:16+00:00,0.5,0.53,0.5,3.86,0.51,0.52,0.5,253.76999999999998,0.010000000000000009,-0.010000000000000009,0.010000000000000009,0.040005334613699206
2026-04-28 01:30:18+00:00,0.47,0.53,0.47,178.0,0.51,0.55,0.51,3162.2599999999998,0.040000000000000036,-0.040000000000000036,-0.020000000000000018,0.16014964645576255
2026-04-28 01:30:20+00:00,0.47,0.53,0.47,0.0,0.52,0.52,0.51,251.96000000000004,0.050000000000000044,-0.050000000000000044,-0.010000000000000009,0.20018701951559992
2026-04-28 01:30:22+00:00,0.51,0.51,0.47,70.0,0.51,0.53,0.51,295.26,0.0,0.0,0.020000000000000018,0.0
2026-04-28 01:30:24+00:00,0.49,0.51,0.49,10.0,0.52,0.53,0.51,228.83,0.030000000000000027,-0.030000000000000027,0.010000000000000009,0.12004804228723581
2026-04-28 01:30:26+00:00,0.52,0.52,0.49,1.0,0.51,0.52,0.51,804.13,-0.010000000000000009,0.010000000000000009,0.030000000000000027,-0.04003737305983736
2026-04-28 01:30:28+00:00,0.54,0.54,0.5,13.58,0.52,0.52,0.51,167.85999999999999,-0.020000000000000018,0.020000000000000018,0.06000000000000005,-0.08029994240164291
2026-04-28 01:30:30+00:00,0.45,0.48,0.45,86.39,0.5,0.52,0.5,100.38999999999999,0.04999999999999999,-0.04999999999999999,-0.050000000000000044,0.20067069546215124
2026-04-28 01:30:32+00:00,0.46,0.48,0.46,16.0,0.49,0.49,0.48,108.77999999999999,0.02999999999999997,-0.02999999999999997,-0.050000000000000044,0.12033731546148012
2026-04-28 01:30:34+00:00,0.49,0.49,0.46,2.79,0.49,0.5,0.49,480.45000000000005,0.0,0.0,-0.020000000000000018,0.0
2026-04-28 01:30:36+00:00,0.49,0.49,0.46,0.0,0.5,0.5,0.49,468.53000000000003,0.010000000000000009,-0.010000000000000009,-0.010000000000000009,0.04000533461369925
2026-04-28 01:30:38+00:00,0.49,0.49,0.46,0.0,0.5,0.51,0.49,535.56,0.010000000000000009,-0.010000000000000009,-0.010000000000000009,0.04000533461369925
2026-04-28 01:30:40+00:00,0.49,0.49,0.49,31.0,0.5,0.5,0.49,73.26000000000002,0.010000000000000009,-0.010000000000000009,-0.010000000000000009,0.04000533461369925
2026-04-28 01:30:42+00:00,0.46,0.46,0.42,37.89,0.49,0.5,0.47,74.08,0.02999999999999997,-0.02999999999999997,-0.050000000000000044,0.12033731546148012
